the_geom,cartodb_id,continent,n1,n2,n3,region,pleiadeslocationprecision,maxdate,mindate,timeperiodskeys,pleiadestitle,verified,type,notes,g_verified,url
0101000020E610000082AD122C0E4725406D7022FAB5E94140,7411,Africa,Africa Proconsularis,Hadrumetum,House of the Masks,,precise,640,-330,"hellenistic-republican,roman,late-antique",Hadrumetum,,,,,
0101000020E6100000F0C16B9736203D406666666666F64240,7799,Asia,Asia,Hierapolis,Tomb Gardens,,precise,226,-330,"hellenistic-republican,roman-early-empire-parthian-middle-east",Hierapolis,verified,,,,
0101000020E6100000209A79724D011F4041B8020AF5704240,7871,Africa,Africa Proconsularis,Hippo Regius,Villa of the Sea Front,,precise,640,-330,"hellenistic-republican,roman,late-antique",Hippo Regius,,,,,
,7919,Italy,Villas near Tivoli,Horace's Sabine Villa,,Region IV,,,,,,,,,,
0101000020E6100000F0C16B9736203D406666666666F64240,7807,Asia,Asia,Hierapolis,Tomb Gardens,,precise,640,-30,"roman,late-antique",Hierapolis,verified,,,,
0101000020E6100000F0C16B9736203D406666666666F64240,7805,Asia,Asia,Hierapolis,Tomb Gardens,,precise,640,-330,"hellenistic-republican,roman,late-antique",Hierapolis,verified,,,,
0101000020E6100000F0C16B9736203D406666666666F64240,7803,Asia,Asia,Hierapolis,Tomb Gardens,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Hierapolis,verified,,,,
0101000020E6100000F0C16B9736203D406666666666F64240,7804,Asia,Asia,Hierapolis,Tomb Gardens,,precise,640,-330,"hellenistic-republican,roman,late-antique",Hierapolis,verified,,,,
0101000020E6100000417906AAD29E41404F42A7EF4EAA3F40,7753,Asia,Iudaea,Herodium,Lower Terrace,,rough,,,,,,,,,
0101000020E6100000F0C16B9736203D406666666666F64240,7806,Asia,Asia,Hierapolis,Tomb Gardens,,precise,640,-330,"hellenistic-republican,roman,late-antique",Hierapolis,verified,,,,
0101000020E610000057B3CEF8BE7802C02829B000A6DC4940,6824,Europe,Britannia,Frocester Court,Rural Villa,,rough,,,,,,,,,
0101000020E61000001BCB05781C8E29409F16AC069BF84440,6975,Italy,Villa Adriana,Garden in Throne Hall,,Region IV,,,,,,site,,,,
0101000020E610000020D4450A650D2640E9F010C64F8D4140,274,Africa,Africa Proconsularis,Acholla,House of Asinus Rufinus,,precise,640,-330,"hellenistic-republican,roman,late-antique",Acholla,locality,,,,
0101000020E61000004A0C022B879629402041F163CCF54440,2089,Italy,Villas near Tivoli,Arcinelli's Villa,,Region IV,,,,,,locality,,,,
0101000020E61000009F3C2CD49AA624404A7B832F4C664640,6846,Italy,Parma,Funerary gardens of C. Praeconius,,Region VIII,,,,,,locality,,,,
0101000020E6100000A05802846A8E294014E55631AAF84440,6981,Italy,Villa Adriana,Garden on eastern side of Republican Villa,,Region IV,,,,,,verified,,,,
0101000020E6100000E579F4AF7A8E2940080D16B17CF84440,6974,Italy,Villa Adriana,Garden in Piazza d'Oro,,Region IV,,,,,,verified,,,,
0101000020E61000002E5B4645F7692240E514D33B4BED4140,10414,Africa,Africa Proconsularis,Mactaris,House of the two Juvenes,,precise,640,-330,"hellenistic-republican,roman,late-antique",Mactaris,verified,,,,
,7941,Asia,Arabia Petraea,Humeima,Shrine,,,,,,,,,,,
,7942,Europe,Germania Superior,Hummetroth,Rural Villa,,,,,,,,,,,
,8315,Africa,Mauretania Caesariensis,Iol (Caesarea),House of the Tennis Club,,,,,,,,,,,
,8316,Africa,Mauretania Caesariensis,Iol (Caesarea),House of the Two Pools,,,,,,,,,,,
,8317,Africa,Mauretania Caesariensis,Iol (Caesarea),Inscription,,,,,,,,,,,
,8319,Africa,Mauretania Caesariensis,Iol (Caesarea),House of the Cap Tizerine,,,,,,,,,,,
,8320,Africa,Mauretania Caesariensis,Iol (Caesarea),House of Kaid Youcef's Estate,,,,,,,,,,,
0101000020E6100000CAA99D616AAB03401CB7989F1B4C4240,8318,Africa,Mauretania Caesariensis,Iol (Caesarea),House of Jonchee,,,,,,,verified,,,,
0101000020E6100000DC4603780B804340CB42E0EDE6DE19C0,9868,Europe,Lusitania,Las Tiendas,Villa el Hinojal,,,,,,,very approximate,,,,
0101000020E61000000000000000A04440EC51B81E856B21C0,9917,Europe,Lusitania,Lavra,Fontao Villa,,,,,,,,,,,
,8578,Asia,Syria,Jebel Khalid,Governor's Palace,,,,,,,,,,,
0101000020E61000005ABDC3EDD0B84140D07F0F5EBBDE3F40,8581,Asia,Iudaea,Jericho,Hasmonean Palaces,,precise,1291,-18000,"mesolithic-levant,pre-pottery-neolithic-middle-east,pottery-neolithic-middle-east,2nd-millennium-bc-levant,crusader-seljuq-ayyubid-levant,mesolithic-middle-east",Jericho,,,,,
0101000020E6100000B8E9CF7EA46C3B402FDFFAB0DE844240,7454,Asia,Asia,Halicarnassus,Mausoleon,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Halicarnassus,verified,,,,
0101000020E6100000FEB1F77F61AB18406CCA99168A1A4740,7081,Europe,Gallia Narbonensis,Genava,Suburban Villa,,precise,640,-330,"hellenistic-republican,roman,late-antique",Genava,,,,Approximate,
0101000020E61000000772BB5D50931840794829CFD9194740,7080,Europe,Gallia Narbonensis,Genava,Urban House,,precise,640,-330,"hellenistic-republican,roman,late-antique",Genava,,,,Approximate,
0101000020E61000005ABDC3EDD0B84140D07F0F5EBBDE3F40,8582,Asia,Iudaea,Jericho,Hasmonean Palaces,,precise,1291,-18000,"mesolithic-levant,pre-pottery-neolithic-middle-east,pottery-neolithic-middle-east,2nd-millennium-bc-levant,crusader-seljuq-ayyubid-levant,mesolithic-middle-east",Jericho,,,,,
0101000020E610000038DC26606431294097514DC59D104540,10286,Italy,Latium,Lucus Feroniae,Unnamed Villa,Region I,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Lucus Feroniae,site,,,,
0101000020E61000008CDCD3D51D714040111956F146554140,9500,Asia,Cyprus,Kourion,Sanctuary of Apollo Hylates,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Kourion,,,,,
0101000020E61000008ECEF9298E630140E17A14AE47B14440,3188,Europe,Hispania Tarraconensis,Barcino,House of Condes de Barcelona St.,,,,,,,unknown,,can't find,,
0101000020E61000003333333333732B406F1283C0CAD94640,17937,Italy,Tegeste,Villa of the Statue,,Region X,,,,,,locality,,,,
0101000020E6100000B145DADF3C3329406D621614E5104540,10285,Italy,Latium,Lucus Feroniae,Unnamed Villa,Region I,precise,300,-330,"hellenistic-republican,roman",Lucus Feroniae,site,,,,
0101000020E610000049D6E1E82A652940ADC1FBAA5CD64440,9808,Italy,Latium,Lanuvium,,Region I,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Lanuvium,site,,,,
,10111,Europe,Hispania Tarraconensis,Liedena,Villa Romana,,,,,,,,,,,
,10253,Europe,Gallia Narbonensis,Loupian,Villa des Pres-Bas,,,,,,,,,,,
,13952,Europe,Gallia Narbonensis,Puissalicon,Montfau Site,,,,,,,,,,,
0101000020E61000002E5B4645F7692240E514D33B4BED4140,10413,Africa,Africa Proconsularis,Mactaris,House of Venus,,precise,640,-330,"hellenistic-republican,roman,late-antique",Mactaris,,,,,
0101000020E61000003A7826344980364065E3C116BB3D4340,9643,Europe,Achaia,Kyrtonos,Sanctuaries of Apollo and Nymphs,,rough,,,,,verified,,,,
0101000020E610000048A83A602E2C18C0C1221A387BB84240,8485,Europe,Hispania Baetica,Italica,House of the hidden path,,precise,640,-330,"hellenistic-republican,roman,late-antique",Italica,close,,,,
0101000020E6100000A9F92AF9D8DDE1BF1C5E10919AD64940,9874,Europe,Britannia,Latimer,rural Villa,,"precise
",,,,,,,,,
0101000020E6100000000000A2A68E2940680C477E72F84440,6973,Italy,Villa Adriana,Garden in nymphaeum,,Region IV,,,,,,verified,,,,
0101000020E610000007C7F2CF8833294076FF58880E114540,10282,Italy,Latium,Lucus Feroniae,Villa of the V. Saturnini,Region I,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Lucus Feroniae,verified,,,,
0101000020E6100000D8840F8013232C403310F4E5BF684440,3050,Italy,Campania,Baiae,,Region I,rough,640,-30,"roman,late-antique",Baiae,verified,,,,
0101000020E6100000A4C1F1A585332940E058E57C10114540,10281,Italy,Latium,Lucus Feroniae,Villa of the V. Saturnini,Region I,precise,300,-330,"hellenistic-republican,roman",Lucus Feroniae,verified,,,,
0101000020E61000005EAFD95FB03029409A53349CD3104540,10283,Italy,Latium,Lucus Feroniae,,Region I,precise,300,-330,"hellenistic-republican,roman",Lucus Feroniae,verified,,,,
0101000020E6100000000000C0BB012940B961881064F44440,17020,Italy,Latium,Tomb Gardens near Rome,,Region I,,,,,,rough,,,,
,10798,Europe,Gallia Narbonensis,Martres Tolosane,Villa Chiragan,,,,,,,,,,,
0101000020E6100000BC2594194AAD414006DE24613A523F40,10806,Asia,Iudaea,Masada,Herod's Palaces,,precise,640,-330,"hellenistic-republican,roman,late-antique",Masada,,,,,
,11134,Europe,Silicia,Messina,Villa Castroreale San Biagio,,,,,,,,,,,
,11302,Europe,Gallia Narbonensis,Modene,Cemetery of the Combe,,,,,,,,,,,
0101000020E6100000166A4DF38E932940C286A757CAFA4440,122,Italy,Tomb Garden of Valeria Athenais,,,Region IV,,,,,,rough,,,,
0101000020E6100000575D876A4A942840E26C848F52E04440,12487,Italy,Latium,Ostia,,Region I,precise,300,-30,roman,Ostia,verified,,,,
,11656,Europe,Gallia Narbonensis,Narbo Martius,"Clos de la Lombarde, House III",,,,,,,,,,,
,11657,Europe,Gallia Narbonensis,Narbo Martius,House with Porticoes,,,,,,,,,,,
0101000020E6100000F12A6B9BE2413B40355EBA490C704240,9464,Asia,Asia,Kos,Sanctuary of Asklepios,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Kos,verified,,,,
0101000020E6100000AC1C5A643B9F2940E09C11A5BDF94440,10630,Italy,Villas near Tivoli,Manilius Vopiscus' Villa,,Region IV,,,,,,rough,,,,
0101000020E610000074D0251C7A7B25409291B3B0A7394240,11747,Africa,Africa Proconsularis,Neapolis,Nympharum Domus',,precise,640,-330,"hellenistic-republican,roman,late-antique",Neapolis,verified,,,,
0101000020E610000082583673486A2540261E5036E5A54140,16851,Africa,Africa Proconsularis,Thysdrus,House of peacock,,precise,640,-330,"hellenistic-republican,roman,late-antique",Thysdrus,verified,,,,
0101000020E6100000DA03ADC090413B40B5C6A01342B14240,5750,Asia,Asia,Didyma,Temple Grove,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Didyma,verified,,,,
0101000020E6100000F0C16B9736203D406666666666F64240,7802,Asia,Asia,Hierapolis,Tomb Gardens,,precise,1200,-540,"achaemenid-middle-east,hellenistic-middle-east,roman-middle-east,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,proto-byzantine,middle-byzantine",Hierapolis,verified,,,,
0101000020E610000025EA059FE6E4D3BF5376FA415DC04540,9750,Europe,Gallia Aquitania,Lalonquette,Villa de l'Arribera deus Gleisiars,,,,,,,,,,Verified,
0101000020E6100000F9156BB8C83DC9BFB58D3F51D9FA4540,9662,Europe,Gallia Aquitania,Labastide-d'Aramagnac,Villa of Geou,,rough,,,,,,,,Approximate,
0101000020E6100000F960DF6F306BF23FF9DE9D84EB824840,10928,Europe,Gallia Lugdunensis,Mediolanum Aulercorum,House on Rue de la Harpe,,precise,640,-30,"roman,late-antique",Mediolanum Aulercorum,,,,Verified,
0101000020E6100000E865DA1FA44613404E111AA038E14640,10293,Europe,Gallia Lugdunensis,Lugdunum,House of Masks,,precise,300,-30,roman,Lugdunum,,,,Verified,
0101000020E6100000957CEC2E500A3C40E816BA12813E4340,14763,Asia,Asia,Sardis,Palaestra,,wrong,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Sardis,wrong,,,,
,11763,Europe,Germania Inferior,Neerharen-Rekem,Rural Villa,,,,,,,,,,,
0101000020E610000035423F53AF653840F7065F984C164640,14328,Europe,Dacia,Romula,Tomb garden of A. I. Iulianus,,precise,640,-30,"roman,late-antique",Romula,,,,,
0101000020E610000000000000000000000000000000000000,11583,Asia,Asia,Mytilene,Rural Estates,,wrong,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Mytilene,wrong,,,,
0101000020E6100000BBB54C86E3353C404356B77A4E384240,14242,Asia,Asia,Rhodes,"Acropolis Groves, Rhodes",,precise,,,,,verified,,,,
0101000020E61000006F168ACFF887434050BFB0A140F41DC0,11356,Europe,Lusitania,Monforte,Villa de Torre de Palma,,,,,,,,,,,
0101000020E610000088307E1AF77E25409816F549EEDC4040,16949,Africa,Mauretania Tingitana,Tipasa,Villa of the Frescoes,,precise,640,-330,"hellenistic-republican,roman,late-antique",Tipasa,verified,,,,
0101000020E61000005D15A8C5E0A921400D54C6BFCFF84140,1208,Africa,Africa Proconsularis,Althiburos,House of the monument of Asklepieia,,precise,640,-330,"hellenistic-republican,roman,late-antique",Althiburos,locality,,,,
,11809,Europe,Gallia Belgica,Nennig,Rural Villa,,,,,,,,,,,
,11892,Europe,Germania Inferior,Niederzier,Hambach 69,,,,,,,,,,,
,11893,Europe,Germania Inferior,Niederzier,Hambach 59,,,,,,,,,,,
,12053,Europe,Gallia Lugdunensis,Noyal,Villa de Chatillon-sur-Seiche,,,,,,,,,,,
,12064,Europe,Hispania Tarraconensis,Nules,Villa del Benicato,,,,,,,,,,,
,12118,Europe,Germania Superior,Oberentfelden,Rural Villa,,,,,,,,,,,
0101000020E61000000C0742B280A13E409128B4ACFB7F3C40,12585,Africa,Aegyptus,Oxyrrynchite Nome,Middle Nile Valley,,,,,,,locality,,,,
,13953,Europe,Gallia Narbonensis,Puissalicon,Villa de la Condoumine,,,,,,,,,,,
,13824,Asia,Asia,Priene?,,,,,,,,,,,,
0101000020E6100000C2340C1F112F3B40DEAB5626FC904340,13089,Asia,Asia,Pergamum,Palace Peristyle,,rough,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Pergamum,verified,,,,
0101000020E6100000C2340C1F112F3B40DEAB5626FC904340,13090,Asia,Asia,Pergamum,Temple Grove,,rough,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Pergamum,verified,,,,
0101000020E610000004ABEAE57726374029CE5147C72F4340,12282,Europe,Achaia,Onchestos,Sanctuary of Poseidon,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Onchestos,,,,,
0101000020E61000000341800C1DBF3F40C7B8E2E2A8903A40,12788,Africa,Aegyptus,Panoplis,Upper Nile Valley,,,,,,,locality,,,,
,12343,Europe,Germania Superior,Orbe,Rural Villa,,,,,,,,,,,
0101000020E61000003222516859D93740D2E5CDE15A024340,12732,Europe,Achaia,Pallene,Sanctuary of Ganymede/Heba,,precise,300,-550,"classical,hellenistic-republican,roman",Pallene,,,,,
0101000020E61000002593533BC3FC2840129F3BC1FEE34640,12709,Europe,Silicia,Palermo,House C,,unlocated,2100,1700,modern,Palermo,,,,,
0101000020E61000002593533BC3FC2840129F3BC1FEE34640,12710,Europe,Silicia,Palermo,House B,,unlocated,2100,1700,modern,Palermo,,,,,
0101000020E61000002593533BC3FC2840129F3BC1FEE34640,12711,Europe,Silicia,Palermo,House A,,unlocated,2100,1700,modern,Palermo,,,,,
,12991,Europe,Hispania Tarraconensis,Pedrosa de la Vega,La Olmeda,,,,,,,,,,,
0101000020E6100000637B2DE8BDA112C0EBEC7D0DB59B4240,967,Europe,Hispania Baetica,Alameda,Villa del Cortijo de los Vila,,,,,,,locality,,,Verified,
0101000020E61000008016432034D611C06291B2876EBE4240,6119,Europe,Hispania Baetica,Egabrum,House of the Mithra,,precise,640,300,late-antique,Egabrum,locality,,,Verified,
0101000020E610000050C422861DC6E43F2BDB87BCE59C4540,11374,Europe,Gallia Aquitania,Montmaurin,Villa of Hillere,,precise,,,,,,,,Verified,
0101000020E610000092E912064CFDCFBF79ED0C324DC14540,16235,Europe,Gallia Aquitania,Taron-Sadirac-Villenave,Villa de Taron,,rough,,,,,,,,Approximate,
0101000020E6100000384BC972124AC73F07978E39CFF84540,11375,Europe,Gallia Aquitania,Montreal,Villa de Seviac,,"precise
",,,,,,,,Verified,
0101000020E6100000C7653FFFFBDBD83F7D1D7A8396074640,11351,Europe,Gallia Aquitania,Moncrabeau,Villa de Bapteste,,rough,,,,,,,,Verified,
0101000020E61000002361E7BF6A691140464F1DEDB0EB4540,11784,Europe,Gallia Narbonensis,Nemausus,"Quarter of Benedictines, House B",,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Verified,
0101000020E610000059C623443B6F1140AEA2BBFB4EEB4540,11787,Europe,Gallia Narbonensis,Nemausus,House in Rue Nationale,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Verified,
0101000020E6100000FC40C94F706A1140B60574F4B2EB4540,11786,Europe,Gallia Narbonensis,Nemausus,"Quarter of Benedictines, House C",,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Verified,
0101000020E6100000535FF12FDD77114025DE6C3938EB4540,11788,Europe,Gallia Narbonensis,Nemausus,21 rue Seguier,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Approximate,
0101000020E6100000B11D08A0837011405D35112ECBEA4540,11791,Europe,Gallia Narbonensis,Nemausus,"Oscilla, pots",,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Verified,
0101000020E610000029F2DA5B806C11402E51627C3DEB4540,11790,Europe,Gallia Narbonensis,Nemausus,Avenue Jean-Jaures,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Approximate,
0101000020E610000046BCD0B7606C114076A056EA3CEB4540,11789,Europe,Gallia Narbonensis,Nemausus,Tomb Garden of Graptus,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Approximate,
0101000020E610000043275B8F883A0640C8691D8F78254940,11797,Europe,Gallia Belgica,Nemetacum,House on Rue de la Fraternite,,precise,640,-330,"hellenistic-republican,roman,late-antique",Nemetacum,,,,Approximate,
0101000020E61000008D8F1ED8548C2940BDC227428FF84440,12975,Italy,Villa Adriana,Pecile garden,,Region IV,,,,,,verified,,,,
0101000020E6100000492EFF21FD362A405AF5B9DA8AF54440,11839,Italy,Villas near Tivoli,Nero's Villa,,Region IV,,,,,,rough,,,,
0101000020E61000004E62105839742C40CAC342AD69464440,4229,Italy,Campania,Capri,,Region I,,,,,,rough,,,,
0101000020E6100000CCC828E859A92440FFFFC55476664540,17922,Italy,Elba,Villa delle Grotte,,Region VII,,,,,,verified,,,,
0101000020E61000003D0FEECEDAB93740F99D2633DEFC4240,2663,Europe,Achaia,Athens,Hadrian's Library,,precise,,,,,verified,,,,
0101000020E61000007EF00CE04EBC3440A63152D68C834340,11928,Europe,Achaia,Nikopolis,Victory Monument of Augustus,,precise,640,300,late-antique,Nikopolis,verified,,,,
0101000020E61000007EF00CE04EBC3440A63152D68C834340,11929,Europe,Achaia,Nikopolis,Victory Monument of Augustus,,precise,640,-330,"hellenistic-republican,roman,late-antique",Nikopolis,verified,,,,
0101000020E61000003F92EDD7F8A03540AEE22231A0D14240,12252,Europe,Achaia,Olympia,Leonidaion,,precise,300,-750,"archaic,classical,hellenistic-republican,roman",Olympia,verified,,,,
0101000020E6100000AF33117858A135403FC5B3FCA7D14240,12253,Europe,Achaia,Olympia,Sanctuary of Zeus,,precise,300,-750,"archaic,classical,hellenistic-republican,roman",Olympia,verified,,,,
0101000020E610000001E20918B8A13540BE10F616A4D14240,12255,Europe,Achaia,Olympia,House of Nero,,precise,300,-750,"archaic,classical,hellenistic-republican,roman",Olympia,verified,,,,
0101000020E6100000242F0838C6A0354009519D929CD14240,12254,Europe,Achaia,Olympia,"Guest House I, II",,precise,300,-750,"archaic,classical,hellenistic-republican,roman",Olympia,verified,,,,
,13546,Italy,Latium,Pliny’s Laurentine Villa,,Region I,,,,,,,,,,
,13582,Italy,Barbariga,"Pola, Villa",,Region X,,,,,,,,,,
0101000020E6100000B0726891EDFC28402AA913D044004540,13826,Italy,Latium,Prima Porta (?),Livia,Region I,,,,,,verified,,,,
0101000020E6100000D26D895C7006D1BFF47002D369E74140,13709,Africa,Mauretania Tingitana,Portus Magnus,Large House,,precise,300,-550,"classical,hellenistic-republican,roman",Portus Magnus,,,,,
0101000020E6100000D26D895C7006D1BFF47002D369E74140,13711,Africa,Mauretania Tingitana,Portus Magnus,Small House,,precise,300,-550,"classical,hellenistic-republican,roman",Portus Magnus,,,,,
0101000020E6100000E6E95C514A2025401BDA006C40324240,13965,Africa,Africa Proconsularis,Puput,House of viridarium,,,,,,,verified,,,,
,14062,Italy,Villas near Tivoli,Quintilius Varus' Villa,,Region IV,,,,,,,,,,
,14096,Asia,Iudaea,Ranat Hanadiv,Palatial Complex,,,,,,,,,,,
,14216,Europe,Germania Inferior,Rheinbach-Flerzheim,Rural Villa,,,,,,,,,,,
,14241,Asia,Asia,Rhodes,"Palatial House, Rhodes",,,,,,,,,,,
,14277,Europe,Gallia Lugdunensis,Richebourg,Villa of Richebourg,,,,,,,,,,,
,14280,Europe,Hispania Tarraconensis,Rielves,Baths' of Rielves,,,,,,,,,,,
,14288,Europe,Hispania Tarraconensis,Rioseca di Sona,Villa los Quintanares,,,,,,,,,,,
,14316,Italy,Latium,Roman Gardens known from Writing,,Region I,,,,,,,,,,
0101000020E61000006C5ED5592D2025406A300DC347324240,13964,Africa,Africa Proconsularis,Puput,House of the black and white triclinium,,,,,,,verified,,,,
0101000020E6100000000000F8BB3625407D88FCAB28C04640,7317,Italy,Sirmio,Grotto of Catullus,,Region VIII,,,,,,verified,,,,
0101000020E6100000000000D04EF5284041B90C171FF34440,14317,Italy,Latium,Rome,,Region I,precise,2100,1700,modern,Rome,verified,,,,
0101000020E610000004CAA65CE13D2C40EA03C93B87694440,13972,Italy,Campania,Puteoli,,Region I,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Puteoli,verified,,,,
0101000020E6100000AA9D616A4B552F40C3D7D7BAD4EE4640,14329,Europe,Dacia,Romula,Tomb garden of A. I. Iulianus,,precise,640,-30,"roman,late-antique",Romula,,,,,
,14484,Europe,Gallia Narbonensis,Saint-Cyr-sur-Mer,Villa des Baumelles,,,,,,,,,,,
,14485,Europe,Gallia Lugdunensis,Sainte-Marguerite-sur-Mer,Villa,,,,,,,,,,,
,14486,Europe,Gallia Aquitania,Saint-Emilion,Villa du Pulat,,,,,,,,,,,
,14487,Europe,Gallia Aquitania,Saintes,Tomb garden of C.I. Aemulianus,,,,,,,,,,,
0101000020E6100000FFFFFFCFB3F928400B7CA1589DF14440,14318,Italy,Latium,Rome,Palatine,Region I,precise,2100,1700,modern,Rome,verified,,,,
0101000020E6100000000000A4EFF828408B2D4D1024F24440,14324,Italy,Latium,Rome,Aedes Atrium,Region I,precise,2100,1700,modern,Rome,verified,,,,
0101000020E61000009E6CDAF76EF828404BB7FCF28FF24440,14326,Italy,Latium,Rome,Forum Traiani,Region I,precise,2100,1700,modern,Rome,verified,,,,
0101000020E6100000ED3F1980994F2E40C7864DE89E144440,17709,Italy,Campania,Velia,,Region I,precise,300,-750,"archaic,classical,hellenistic-republican,roman",Velia,rough,,,,
0101000020E6100000CBA4E1EF72FC28400EE3A8BBB6F14440,14325,Italy,Latium,Rome,Templum Divi Claudii,Region I,precise,2100,1700,modern,Rome,rough,,,,
0101000020E61000007C941988C8FF2840A1CA7A7BA1F24440,14322,Italy,Latium,Rome,Porticus Liviae,Region I,precise,2100,1700,modern,Rome,rough,,,,
0101000020E6100000A4420AD8EDF328409E05C2CAF8F34440,14321,Italy,Latium,Rome,Mausoleum of Augustus,Region I,precise,2100,1700,modern,Rome,verified,,,,
0101000020E61000000000008847F9284033AB3DA413F24440,14320,Italy,Latium,Rome,Musaerum,Region I,precise,2100,1700,modern,Rome,,,,,
0101000020E61000007E8B4E965A6FE3BFC2340C1F11E14540,14489,Europe,Gallia Aquitania,Saint-Sever,Villa of Gleyzia d'Augreihl,,"precise
",,,,,,,,Verified,
0101000020E6100000CADFBDA3C684D6BFBFB7E9CF7EF24540,14483,Europe,Gallia Aquitania,Saint-Cricq-Villeneuve,Villa at Glesia,,rough,,,,,,,,Approximate,
0101000020E61000007768588CBAD6D53F4983DBDAC2114640,11825,Europe,Gallia Aquitania,Nerac,Villa of La Garenne,,rough,,,,,,,,Approximate,
0101000020E610000015C616821C643F40A6EECA2E18E03A40,1704,Africa,Aegyptus,Aphrodite Nome,Upper Nile Valley,,,,,,,"approximate; right area",,,,
0101000020E6100000F7B22760BFF428408C103F7B85F24440,14319,Italy,Latium,Rome,Divorum,Region I,precise,2100,1700,modern,Rome,rough,,,,
0101000020E610000004ABEAE577163C409163EB19C20B4240,14243,Asia,Asia,Rhodes,"Acropolis Grove, Lindos",,precise,,,,,verified,,,,
0101000020E6100000C6EBB078A07443401D65B3D9475D19C0,2770,Europe,Lusitania,Augusta Emerita,House of mithraeum,,,,,,,close,,,,
0101000020E610000000000000D0694140CB4D4AAFFBAC3E40,13144,Asia,Arabia Petraea,Petra,Pool and Garden Complex,,precise,640,-330,"hellenistic-republican,roman,late-antique",Petra,wrong,,,,
0101000020E610000024157C89677543405C9A1194915919C0,2766,Europe,Lusitania,Augusta Emerita,House of Amphitheater,,,,,,,close,,,,
0101000020E61000008F4F6D15697543400B19D9DF235C19C0,2772,Europe,Lusitania,Augusta Emerita,Houses of Museum,,,,,,,locality,,the location is a museum now,,
0101000020E6100000000000CCB67B3040B0FD439815C54540,14589,Europe,Dalmatia,Salona,Cemetery Garden,,precise,640,-330,"hellenistic-republican,roman,late-antique",Salona,,,,,
0101000020E6100000000080E2B67B3040B0FD439815C54540,14591,Europe,Dalmatia,Salona,Tomb Garden of Iulia Mutiana,,precise,640,-330,"hellenistic-republican,roman,late-antique",Salona,,,,,
0101000020E610000000000080E47B3040C1C37E1608C54540,14590,Europe,Dalmatia,Salona,Tomb Garden of Cingius Iustinus,,precise,640,-330,"hellenistic-republican,roman,late-antique",Salona,,,,,
,14708,Europe,Hispania Tarraconensis,Santervas del Burgo,Villa de los Villares,,,,,,,,,,,
,15076,Europe,Gallia Lugdunensis,Selongey,Villa des Tuilleries,,,,,,,,,,,
0101000020E6100000A94D9CDCEF102D406F8104C58F614440,14859,Italy,Campania,Scafati,,Region I,,,,,,verified,,,,
,15617,Europe,Gallia Aquitania,Sorde-l'Abbaye,Barat-de-Vin,,,,,,,,,,,
,15716,Europe,Hispania Tarraconensis,Sta. Colomba de Somoza,Villa el Soldan,,,,,,,,,,,
,15783,Europe,Gallia Narbonensis,St-Romain-en-Gal,House of the Ocean Gods,,,,,,,,,,,
,15784,Europe,Gallia Narbonensis,St-Romain-en-Gal,House of Five Mosaics,,,,,,,,,,,
,15785,Europe,Gallia Narbonensis,St-Romain-en-Gal,House of Sucellus,,,,,,,,,,,
,15786,Europe,Gallia Narbonensis,St-Romain-en-Gal,House with the Painted Portico,,,,,,,,,,,
,15787,Europe,Gallia Narbonensis,St-Romain-en-Gal,House of the Lion,,,,,,,,,,,
,15788,Europe,Gallia Narbonensis,St-Romain-en-Gal,House of the Columns,,,,,,,,,,,
,15789,Europe,Gallia Narbonensis,St-Romain-en-Gal,House of the Fish,,,,,,,,,,,
,15790,Europe,Gallia Narbonensis,St-Romain-en-Gal,House A under High School,,,,,,,,,,,
,15791,Europe,Gallia Narbonensis,St-Romain-en-Gal,House B under High School,,,,,,,,,,,
,15792,Europe,Gallia Narbonensis,St-Romain-en-Gal,House of the Dove,,,,,,,,,,,
,15977,Europe,Silicia,Syracuse,Villa Borgellusa di Avola,,,,,,,,,,,
,16182,Europe,Silicia,Taormina,Villa S. Pancrazio,,,,,,,,,,,
